restaurant_name,michelin_distinction,rating,review_count,price_level,type,michelin
Icca,One Star,4.5,136.0,,japanese_restaurant,1
Ito,Selected Restaurants,4.5,92.0,,restaurant,1
Atera,Two Stars,4.6,613.0,PRICE_LEVEL_VERY_EXPENSIVE,american_restaurant,1
Farra,Selected Restaurants,4.6,190.0,,restaurant,1
Huso,One Star,4.7,289.0,,fine_dining_restaurant,1
Manhatta,Selected Restaurants,4.7,3780.0,PRICE_LEVEL_VERY_EXPENSIVE,american_restaurant,1
Jungsik New York,Three Stars,4.6,975.0,PRICE_LEVEL_VERY_EXPENSIVE,korean_restaurant,1
Tamarind,Selected Restaurants,4.2,2966.0,PRICE_LEVEL_EXPENSIVE,indian_restaurant,1
One White Street,Selected Restaurants,4.4,387.0,,restaurant,1
Crown Shy,One Star,4.5,1813.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,1
Maison Passerelle,Selected Restaurants,4.5,146.0,,restaurant,1
Eulalie,Selected Restaurants,4.9,109.0,,french_restaurant,1
Cha Kee,Selected Restaurants,3.9,1157.0,PRICE_LEVEL_INEXPENSIVE,cantonese_restaurant,1
Saga,Two Stars,4.4,502.0,PRICE_LEVEL_VERY_EXPENSIVE,fine_dining_restaurant,1
Lei,Selected Restaurants,4.7,121.0,,wine_bar,1
Bridges,One Star,4.5,198.0,,french_restaurant,1
Dim Sum Go Go,bib,4.1,1708.0,PRICE_LEVEL_MODERATE,dim_sum_restaurant,1
Carne Mare,Selected Restaurants,4.5,863.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
Yamada,One Star,4.9,49.0,,japanese_restaurant,1
La Mercerie,Selected Restaurants,4.3,1735.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
Le Coucou,One Star,4.5,2079.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,1
Muku,One Star,4.8,22.0,,japanese_restaurant,1
L’abeille à Côté,Selected Restaurants,4.4,38.0,,restaurant,1
L’Abeille,One Star,4.5,303.0,PRICE_LEVEL_VERY_EXPENSIVE,french_restaurant,1
Nyonya,bib,4.3,2153.0,PRICE_LEVEL_MODERATE,malaysian_restaurant,1
Corima,One Star,4.4,277.0,,fine_dining_restaurant,1
Shabushabu Mayumon,Selected Restaurants,4.7,155.0,,japanese_restaurant,1
Thai Diner,bib,4.4,2772.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Cervo’s,bib,4.5,593.0,PRICE_LEVEL_EXPENSIVE,seafood_restaurant,1
Wayan,Selected Restaurants,4.3,1376.0,PRICE_LEVEL_EXPENSIVE,indonesian_restaurant,1
Potluck Club,bib,4.6,827.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Altro Paradiso,Selected Restaurants,4.4,896.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
Ma•dé,Selected Restaurants,4.3,193.0,,indonesian_restaurant,1
Comal,Selected Restaurants,4.4,186.0,,mexican_restaurant,1
Tolo,bib,4.2,192.0,,chinese_restaurant,1
Dirt Candy,One Star,4.5,1524.0,PRICE_LEVEL_MODERATE,vegetarian_restaurant,1
The River Café,Selected Restaurants,4.4,2498.0,PRICE_LEVEL_VERY_EXPENSIVE,american_restaurant,1
Raoul's,Selected Restaurants,4.4,1349.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,1
Pinch Chinese,bib,4.3,945.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
César,Two Stars,4.2,218.0,,fine_dining_restaurant,1
Sushi Ikumi,Selected Restaurants,4.6,103.0,,sushi_restaurant,1
Torrisi,One Star,4.6,890.0,,italian_restaurant,1
Forsythia,Selected Restaurants,4.4,419.0,,italian_restaurant,1
Russ & Daughters Cafe,bib,4.6,4598.0,PRICE_LEVEL_MODERATE,bagel_shop,1
The Musket Room,Selected Restaurants,4.5,912.0,PRICE_LEVEL_VERY_EXPENSIVE,american_restaurant,1
King,Selected Restaurants,4.3,560.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Estela,One Star,4.4,1527.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
New,Selected Restaurants,4.0,100.0,,asian_restaurant,1
New,Selected Restaurants,4.8,17.0,,seafood_restaurant,1
New,Selected Restaurants,5.0,26.0,,restaurant,1
New,Selected Restaurants,4.1,13.0,,corporate_office,1
New,Selected Restaurants,4.0,100.0,,asian_restaurant,1
New,Selected Restaurants,4.8,17.0,,seafood_restaurant,1
New,Selected Restaurants,5.0,26.0,,restaurant,1
New,Selected Restaurants,4.1,13.0,,corporate_office,1
New,Selected Restaurants,4.0,100.0,,asian_restaurant,1
New,Selected Restaurants,4.8,17.0,,seafood_restaurant,1
New,Selected Restaurants,5.0,26.0,,restaurant,1
New,Selected Restaurants,4.1,13.0,,corporate_office,1
New,Selected Restaurants,4.0,100.0,,asian_restaurant,1
New,Selected Restaurants,4.8,17.0,,seafood_restaurant,1
New,Selected Restaurants,5.0,26.0,,restaurant,1
New,Selected Restaurants,4.1,13.0,,corporate_office,1
Ballato,Michelin Star,4.1,1639.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Dhamaka,bib,4.5,3614.0,PRICE_LEVEL_EXPENSIVE,indian_restaurant,1
Raf's,Selected Restaurants,4.1,233.0,,restaurant,1
Torien,One Star,4.6,265.0,PRICE_LEVEL_MODERATE,japanese_restaurant,1
Carbone,Selected Restaurants,4.3,2588.0,PRICE_LEVEL_VERY_EXPENSIVE,italian_restaurant,1
Lord's,Selected Restaurants,4.5,432.0,,british_restaurant,1
8282,bib,4.7,629.0,,korean_restaurant,1
Laliko,bib,4.8,495.0,PRICE_LEVEL_MODERATE,eastern_european_restaurant,1
Ernesto's,Selected Restaurants,4.3,639.0,,basque_restaurant,1
Dame,Selected Restaurants,4.6,391.0,,seafood_restaurant,1
C as in Charlie,bib,4.8,871.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
Inga's Bar,Selected Restaurants,4.5,257.0,PRICE_LEVEL_MODERATE,restaurant,1
Una Pizza Napoletana,bib,4.3,892.0,PRICE_LEVEL_MODERATE,pizza_restaurant,1
Kabawa,Selected Restaurants,4.6,122.0,,caribbean_restaurant,1
Crevette,Selected Restaurants,4.3,185.0,,seafood_restaurant,1
Sami & Susu,bib,4.6,303.0,PRICE_LEVEL_INEXPENSIVE,mediterranean_restaurant,1
MayRee,Selected Restaurants,4.7,432.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Atla,bib,4.2,1223.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
Nami Nori,bib,4.4,1788.0,,sushi_restaurant,1
Yoshino,One Star,4.5,165.0,,sushi_restaurant,1
Minetta Tavern,Selected Restaurants,4.5,2791.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,1
Katz's,bib,4.5,51961.0,PRICE_LEVEL_MODERATE,deli,1
Bungalow,bib,4.4,2290.0,,indian_restaurant,1
63 Clinton,One Star,4.7,511.0,,american_restaurant,1
The Commerce Inn,Selected Restaurants,4.4,445.0,,american_restaurant,1
Sushi Nakazawa New York,One Star,4.5,1931.0,PRICE_LEVEL_VERY_EXPENSIVE,sushi_restaurant,1
Ivan Ramen,Selected Restaurants,4.7,9147.0,PRICE_LEVEL_MODERATE,ramen_restaurant,1
Le Gigot,Selected Restaurants,4.6,299.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,1
Little Myanmar,bib,4.1,310.0,PRICE_LEVEL_MODERATE,burmese_restaurant,1
Family Meal at Blue Hill,One Star,4.7,1338.0,PRICE_LEVEL_VERY_EXPENSIVE,american_restaurant,1
Jeju Noodle Bar,One Star,4.6,3223.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
I Sodi,Selected Restaurants,4.2,1029.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Red Paper Clip,Selected Restaurants,4.3,276.0,,american_restaurant,1
Via Carota,Selected Restaurants,4.4,3227.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Secchu Yokota,Selected Restaurants,4.9,311.0,,japanese_restaurant,1
Loring Place,Selected Restaurants,4.6,1165.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,1
Frevo,One Star,4.8,820.0,PRICE_LEVEL_VERY_EXPENSIVE,fine_dining_restaurant,1
Adda,Selected Restaurants,4.6,787.0,,indian_restaurant,1
Shmoné,One Star,4.2,552.0,,israeli_restaurant,1
CheLi,bib,4.5,1445.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Ariari,Selected Restaurants,4.6,539.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
Soda Club,bib,4.7,493.0,,restaurant,1
Tuome,One Star,4.5,773.0,PRICE_LEVEL_MODERATE,fine_dining_restaurant,1
MáLà Project,bib,4.4,1418.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Nudibranch,Selected Restaurants,4.7,463.0,,korean_restaurant,1
Moody Tongue Sushi,Selected Restaurants,4.3,220.0,,sushi_restaurant,1
Pylos,Selected Restaurants,4.6,836.0,PRICE_LEVEL_EXPENSIVE,greek_restaurant,1
Ruffian,bib,4.7,423.0,PRICE_LEVEL_MODERATE,wine_bar,1
Noreetuh,bib,4.6,784.0,PRICE_LEVEL_EXPENSIVE,hawaiian_restaurant,1
Avant Garden,Selected Restaurants,4.6,894.0,PRICE_LEVEL_EXPENSIVE,vegan_restaurant,1
Sobaya,bib,4.2,1191.0,PRICE_LEVEL_MODERATE,japanese_restaurant,1
Miss Lily’s,Selected Restaurants,4.3,1637.0,PRICE_LEVEL_MODERATE,restaurant,1
Claud,Selected Restaurants,4.3,382.0,,restaurant,1
Penny,Selected Restaurants,4.6,238.0,,seafood_restaurant,1
Superiority Burger,bib,4.3,1842.0,PRICE_LEVEL_INEXPENSIVE,vegetarian_restaurant,1
The Office of Mr. Moto,Selected Restaurants,4.5,189.0,PRICE_LEVEL_VERY_EXPENSIVE,japanese_restaurant,1
4 Charles Prime Rib,Selected Restaurants,4.7,1140.0,PRICE_LEVEL_EXPENSIVE,steak_house,1
Smithereens,Selected Restaurants,4.5,152.0,,seafood_restaurant,1
Bar Miller,One Star,4.9,57.0,,japanese_restaurant,1
Tsukimi,One Star,4.6,136.0,,japanese_restaurant,1
Pranakhon,bib,4.7,3140.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Rosella,Selected Restaurants,4.7,394.0,,sushi_restaurant,1
Kubeh,Selected Restaurants,4.3,953.0,PRICE_LEVEL_MODERATE,middle_eastern_restaurant,1
Semma,One Star,4.2,1546.0,PRICE_LEVEL_MODERATE,south_indian_restaurant,1
HAGS,Selected Restaurants,4.8,134.0,,fine_dining_restaurant,1
Kanoyama,Selected Restaurants,4.3,652.0,PRICE_LEVEL_MODERATE,japanese_restaurant,1
Momofuku Noodle Bar,bib,4.5,5307.0,PRICE_LEVEL_MODERATE,ramen_restaurant,1
Al Badawi,Selected Restaurants,4.7,2211.0,PRICE_LEVEL_MODERATE,middle_eastern_restaurant,1
Bánh Anh Em,bib,4.4,375.0,,vietnamese_restaurant,1
Yellow Rose,bib,4.3,558.0,PRICE_LEVEL_MODERATE,tex_mex_restaurant,1
Bartolo,Selected Restaurants,4.3,101.0,,spanish_restaurant,1
Odre,bib,4.5,182.0,,korean_restaurant,1
Soothr,Selected Restaurants,4.7,5786.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Le B,Selected Restaurants,3.3,205.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,1
Don Angie,Selected Restaurants,4.6,1739.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Kosaka,One Star,4.5,302.0,PRICE_LEVEL_VERY_EXPENSIVE,sushi_restaurant,1
Ishq,bib,4.6,492.0,,indian_restaurant,1
Bangkok Supper Club,Selected Restaurants,4.5,694.0,,thai_restaurant,1
Gage & Tollner,Selected Restaurants,4.3,1320.0,,american_restaurant,1
The Dining Room at The Guesthouse,Selected Restaurants,4.3,173.0,,restaurant,1
Saint Julivert Fisherie,Selected Restaurants,4.7,353.0,,seafood_restaurant,1
La Vara,Selected Restaurants,4.6,894.0,PRICE_LEVEL_EXPENSIVE,spanish_restaurant,1
Kanyakumari,Selected Restaurants,4.4,808.0,,south_indian_restaurant,1
Casa Mono,One Star,4.3,1889.0,PRICE_LEVEL_EXPENSIVE,spanish_restaurant,1
La Dong,bib,4.8,3301.0,PRICE_LEVEL_MODERATE,vietnamese_restaurant,1
Kyma,Selected Restaurants,4.4,1121.0,PRICE_LEVEL_EXPENSIVE,greek_restaurant,1
Sal Tang's,bib,4.3,112.0,,chinese_restaurant,1
Portale,Selected Restaurants,4.8,758.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Genesis House Restaurant,Selected Restaurants,4.5,631.0,,korean_restaurant,1
abcV,Selected Restaurants,4.4,1734.0,PRICE_LEVEL_EXPENSIVE,vegetarian_restaurant,1
Oceans,Selected Restaurants,4.7,811.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,1
Carlotto,Selected Restaurants,4.6,236.0,,restaurant,1
Oiji Mi,One Star,4.6,1229.0,,korean_restaurant,1
bōm,One Star,4.8,151.0,,korean_restaurant,1
Gramercy Tavern,One Star,4.6,4901.0,PRICE_LEVEL_VERY_EXPENSIVE,american_restaurant,1
Rezdôra,One Star,4.2,1652.0,,italian_restaurant,1
Noda,One Star,4.7,168.0,PRICE_LEVEL_VERY_EXPENSIVE,sushi_restaurant,1
odo,Two Stars,4.5,298.0,PRICE_LEVEL_VERY_EXPENSIVE,japanese_restaurant,1
Massara,Selected Restaurants,4.1,300.0,,italian_restaurant,1
Mile End,Selected Restaurants,4.4,1413.0,PRICE_LEVEL_MODERATE,sandwich_shop,1
Cosme,Selected Restaurants,4.3,3095.0,PRICE_LEVEL_VERY_EXPENSIVE,mexican_restaurant,1
La Devozione: The Oval,Selected Restaurants,4.0,745.0,,italian_restaurant,1
Untable,bib,4.8,199.0,,thai_restaurant,1
Gus's Chop House,Selected Restaurants,4.5,152.0,PRICE_LEVEL_MODERATE,restaurant,1
Crane Club,Selected Restaurants,4.4,256.0,,steak_house,1
Noz 17,One Star,4.4,113.0,,sushi_restaurant,1
Novitá,Selected Restaurants,4.5,618.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
Coqodaq,bib,4.3,1537.0,PRICE_LEVEL_VERY_EXPENSIVE,chicken_restaurant,1
Aska,Two Stars,4.6,576.0,PRICE_LEVEL_VERY_EXPENSIVE,scandinavian_restaurant,1
Cote,One Star,4.6,3995.0,PRICE_LEVEL_VERY_EXPENSIVE,steak_house,1
Jua,One Star,4.7,714.0,PRICE_LEVEL_VERY_EXPENSIVE,korean_restaurant,1
Shota Omakase,One Star,4.6,159.0,,restaurant,1
La Tête d’Or,Selected Restaurants,4.7,506.0,,french_restaurant,1
Sunday in Brooklyn,Selected Restaurants,4.4,3898.0,PRICE_LEVEL_MODERATE,american_restaurant,1
Eleven Madison Park,Three Stars,4.4,3241.0,PRICE_LEVEL_VERY_EXPENSIVE,fine_dining_restaurant,1
Junoon,Selected Restaurants,4.4,4425.0,PRICE_LEVEL_VERY_EXPENSIVE,indian_restaurant,1
Glin Thai Bistro,Selected Restaurants,4.9,4488.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Francie,One Star,4.4,701.0,PRICE_LEVEL_MODERATE,restaurant,1
Mesiba,Selected Restaurants,4.3,329.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,1
Meadowsweet,Selected Restaurants,4.6,1094.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,1
Upland,Selected Restaurants,4.5,2403.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
Il Fiorista,Selected Restaurants,4.3,415.0,,italian_restaurant,1
Peter Luger,Selected Restaurants,4.4,15715.0,PRICE_LEVEL_VERY_EXPENSIVE,steak_house,1
Café Kestrel,Selected Restaurants,4.4,83.0,,restaurant,1
Atoboy,Selected Restaurants,4.4,1363.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
Ulivo,Selected Restaurants,4.4,810.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Café Carmellini,Selected Restaurants,4.5,497.0,,fine_dining_restaurant,1
Miss Ada,bib,4.6,1706.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,1
Red Hook Tavern,Selected Restaurants,4.3,1224.0,PRICE_LEVEL_MODERATE,american_restaurant,1
Hungry Thirsty,Selected Restaurants,4.8,391.0,PRICE_LEVEL_VERY_EXPENSIVE,thai_restaurant,1
Markette,Selected Restaurants,4.6,225.0,,restaurant,1
Mango Bay,Selected Restaurants,4.3,412.0,,caribbean_restaurant,1
Atomix,Two Stars,4.7,505.0,PRICE_LEVEL_VERY_EXPENSIVE,korean_restaurant,1
Sailor,Selected Restaurants,4.5,409.0,,restaurant,1
Norma Gastronomia Siciliana,bib,4.6,1694.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Enso,Selected Restaurants,4.7,69.0,,japanese_restaurant,1
6 Restaurant,Selected Restaurants,4.9,106.0,,restaurant,1
Theodora,Selected Restaurants,4.6,650.0,,mediterranean_restaurant,1
Laser Wolf,Selected Restaurants,4.2,1074.0,,israeli_restaurant,1
HanGawi,bib,4.6,2058.0,PRICE_LEVEL_EXPENSIVE,vegan_restaurant,1
The Four Horsemen,One Star,4.6,1103.0,PRICE_LEVEL_MODERATE,restaurant,1
Joo Ok,Two Stars,4.7,179.0,,korean_restaurant,1
Moono,Selected Restaurants,4.4,476.0,,korean_restaurant,1
Hav & Mar,Selected Restaurants,4.5,598.0,,seafood_restaurant,1
Dons Bogam,Michelin Star,4.4,1574.0,PRICE_LEVEL_EXPENSIVE,korean_barbecue_restaurant,1
Nōksu,One Star,4.6,190.0,,korean_restaurant,1
Hyun,Selected Restaurants,4.1,762.0,PRICE_LEVEL_VERY_EXPENSIVE,korean_barbecue_restaurant,1
Hometown Bar B Que New York,bib,4.5,4381.0,PRICE_LEVEL_MODERATE,barbecue_restaurant,1
Seoul Salon,Selected Restaurants,4.5,560.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
Café Mars,bib,4.6,171.0,,restaurant,1
Octo,Selected Restaurants,4.2,413.0,PRICE_LEVEL_VERY_EXPENSIVE,korean_restaurant,1
Runner & Stone,Selected Restaurants,4.6,522.0,PRICE_LEVEL_MODERATE,american_restaurant,1
Shalom Japan,bib,4.3,852.0,PRICE_LEVEL_EXPENSIVE,fusion_restaurant,1
Sawa,Selected Restaurants,4.5,284.0,,lebanese_restaurant,1
Lingo,Selected Restaurants,4.6,317.0,,japanese_restaurant,1
Chez Ma Tante,Selected Restaurants,4.4,956.0,PRICE_LEVEL_MODERATE,bistro,1
KRU,Selected Restaurants,4.3,281.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Cho Dang Gol,bib,4.6,3061.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
Tonchin,bib,4.6,3399.0,PRICE_LEVEL_MODERATE,ramen_restaurant,1
Ci Siamo,Selected Restaurants,4.6,2086.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Ai Fiori,Selected Restaurants,4.4,1806.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,1
Little Alley,bib,4.4,939.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Peak,Selected Restaurants,4.3,199.0,,bar,1
Sofreh,Selected Restaurants,4.3,1089.0,PRICE_LEVEL_EXPENSIVE,persian_restaurant,1
Papa San,Selected Restaurants,4.4,247.0,,peruvian_restaurant,1
Uzuki,Selected Restaurants,4.4,296.0,,japanese_restaurant,1
Madre,Selected Restaurants,4.7,545.0,PRICE_LEVEL_MODERATE,restaurant,1
Place des Fêtes,Selected Restaurants,4.5,471.0,,restaurant,1
Haenyeo,bib,4.5,653.0,PRICE_LEVEL_MODERATE,korean_restaurant,1
Oxomoco,One Star,4.5,2396.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
Tempura Matsui,One Star,4.8,366.0,PRICE_LEVEL_VERY_EXPENSIVE,japanese_restaurant,1
Restaurant Yuu,One Star,4.5,217.0,,french_restaurant,1
Peppercorn Station,bib,4.3,463.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Szechuan Gourmet,Selected Restaurants,4.3,1088.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Chef's Table at Brooklyn Fare,Two Stars,4.2,606.0,PRICE_LEVEL_VERY_EXPENSIVE,fine_dining_restaurant,1
Speedy Romeo,bib,4.3,1424.0,PRICE_LEVEL_MODERATE,pizza_restaurant,1
Rose Marie,Selected Restaurants,4.5,58.0,,restaurant,1
Taqueria El Chato,bib,4.7,249.0,,mexican_restaurant,1
Alta Calidad,bib,4.5,866.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
Pierozek,bib,4.8,1111.0,PRICE_LEVEL_MODERATE,polish_restaurant,1
ILIS,Selected Restaurants,4.3,275.0,,restaurant,1
Sushi Sho,Three Stars,4.7,81.0,,restaurant,1
Wenwen,Selected Restaurants,4.5,674.0,PRICE_LEVEL_MODERATE,taiwanese_restaurant,1
Gabriel Kreuther,Two Stars,4.6,1304.0,PRICE_LEVEL_VERY_EXPENSIVE,french_restaurant,1
Le Pavillon,One Star,4.5,1012.0,PRICE_LEVEL_VERY_EXPENSIVE,french_restaurant,1
Fausto,Selected Restaurants,4.5,638.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,1
Sushi Yasuda,Selected Restaurants,4.4,1557.0,PRICE_LEVEL_VERY_EXPENSIVE,sushi_restaurant,1
Jōji,One Star,4.5,127.0,,sushi_restaurant,1
Izakaya Futago,Selected Restaurants,4.4,971.0,PRICE_LEVEL_MODERATE,japanese_izakaya_restaurant,1
Bonnie's,bib,4.3,577.0,PRICE_LEVEL_MODERATE,cantonese_restaurant,1
The Lambs Club,Selected Restaurants,4.4,822.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,1
Ammazzacaffè,Selected Restaurants,4.4,598.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Veerays,Michelin Star,4.4,199.0,,indian_restaurant,1
Casa Ora,Selected Restaurants,4.6,1200.0,PRICE_LEVEL_MODERATE,restaurant,1
Win Son,bib,4.5,1486.0,PRICE_LEVEL_MODERATE,bakery,1
Meju,One Star,4.7,77.0,,korean_restaurant,1
Fasano,Selected Restaurants,4.6,344.0,PRICE_LEVEL_INEXPENSIVE,restaurant,1
Gui,Selected Restaurants,4.5,382.0,,steak_house,1
Kochi,One Star,4.6,979.0,,fine_dining_restaurant,1
Mari,One Star,4.5,474.0,PRICE_LEVEL_VERY_EXPENSIVE,fine_dining_restaurant,1
Hart's,Selected Restaurants,4.6,415.0,PRICE_LEVEL_EXPENSIVE,mediterranean_restaurant,1
Casa Enrique,Selected Restaurants,4.5,3007.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
Hupo,bib,4.4,554.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Runner Up,bib,4.6,107.0,,american_restaurant,1
Jupiter,Selected Restaurants,4.1,575.0,,restaurant,1
Kung Fu Little Steamed Buns Ramen,bib,4.2,790.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,1
Le Rock,Selected Restaurants,4.3,324.0,,restaurant,1
See No Evil Pizza,Selected Restaurants,4.6,351.0,PRICE_LEVEL_MODERATE,pizza_restaurant,1
